issued,site,river_id,member,lead_days,q_m3s,store_key,etag,fetched_at
2024-07-01,agoyan,621014469,high_res,1,212.877,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,10,147.644,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,2,210.695,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,3,223.966,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,4,230.744,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,5,230.376,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,6,214.148,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,7,196.049,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,8,179.544,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,agoyan,621014469,high_res,9,162.865,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,1,366.564,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,10,271.788,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,2,392.311,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,3,411.842,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,4,396.106,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,5,381.549,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,6,383.541,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,7,359.389,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,8,355.993,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
2024-07-01,manduriacu,670078161,high_res,9,329.3,s3://geoglows-v2-forecasts/2024070100.zarr,0ab4c9859f4d7efcf90404b90e81a9e4-2,2026-09-25T06:27:40Z
